MGI ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)]
MGI:102809;MGI:102809;MGI:102809,116.53,11.83,9.25
MGI:106092,15.85,14.68,1.67
MGI:2387603,101.83,12.61,7.77
MGI:2385237,NA,NA,NA
MGI:98927,63.74,12.84,4.77
MGI:96853,34.92,13.9,2.47
MGI:2446089,80.2,20.05,4.49
MGI:107549,76.3,14.08,5.41
MGI:2384784;MGI:2384784,152.93,17.81,9.22
MGI:1917275,NA,NA,NA
MGI:103575,55.74,12.75,4.21
MGI:87880,69.99,18.21,4.6
MGI:1914925;MGI:1914925,31.5,10.89,2.66
MGI:2443731;MGI:2443731,80.06,2.75,21.69
MGI:1916322;MGI:1916322,22.27,16.67,1.41
MGI:1343045;MGI:1343045,30.58,5.04,4.8
MGI:1915295,15.08,16.04,0.97
MGI:1321159,92.04,8.96,8.99
MGI:1913479,39.7,8.64,4
MGI:1097667;MGI:1097667;MGI:1097667,69.38,17.75,4.19
MGI:1921080;MGI:1921080;MGI:1921080,131.82,15.06,8.87
MGI:1097158,161.71,20.43,8.97
MGI:95730,52.06,17.23,3.2
MGI:107877;MGI:107877,74.2,18.79,4.36
MGI:1913961,22.12,5.98,3
MGI:1194494,123.97,17.59,10.84
MGI:98085;MGI:98085;MGI:98085,93.01,26.48,4.46
MGI:88473,196.87,15.22,13.2
MGI:94871;MGI:94871,19.33,9.58,2.64
MGI:106920;MGI:106920;MGI:106920,29.34,9.32,2.78
MGI:109656;MGI:109656;MGI:109656;MGI:109656;MGI:109656;MGI:109656,43.52,12.91,3.25
MGI:1352757,69.32,16.24,4.47
MGI:1098754;MGI:1098754;MGI:1098754;MGI:1098754,87.82,13.49,6.35
MGI:107673,46.31,10.07,4.14
MGI:1914434,25.53,22.11,1.35
MGI:96795,24.09,7.14,2.82
MGI:1929260;MGI:1929260;MGI:1929260;MGI:1929260,18.95,15.95,1.23
MGI:1345964,63.14,11.69,5.1
MGI:108030,56.17,24.35,2.85
MGI:1913414,16.16,11.63,1.3
MGI:1343142;MGI:1343142,NA,15.29,NA
MGI:1920362,24.89,10.01,2.24
MGI:1098547,84.75,13.8,6.04
MGI:1923552;MGI:1923552;MGI:1923552,16.59,7.91,1.79
MGI:103072;MGI:103072;MGI:103072,260.85,10.75,22.27
MGI:105082;MGI:105082,19.86,24.81,0.99
MGI:97760,48.09,13.68,3.48
MGI:1349439,84.25,12.59,6.4
MGI:1913564;MGI:1913564;MGI:1913564,NA,12.83,NA
MGI:1858964,39.73,11.48,3.23
MGI:1100495,64.85,11.66,5.21
MGI:1913677,27.55,15.22,1.84
MGI:2442544;MGI:2442544,20.49,14.56,1.41
MGI:1913775,50.83,10.31,4.47
MGI:95301,NA,10.25,NA
MGI:98068,NA,NA,NA
MGI:106016,36.15,7.16,4.22
MGI:2147627,31.54,9.84,2.88
MGI:2149820,40.09,13.6,2.88
MGI:1929266,79.21,22.09,4.19
MGI:95588,2254.97,22.91,117.94
MGI:98822;MGI:98822,46.86,21.24,2.56
MGI:1277214;MGI:1277214;MGI:1277214,52.18,13.9,3.7
MGI:1346036,12.79,24.36,0.64
MGI:1915337,40.25,13.75,2.87
MGI:1913944,41.49,9.48,3.88
MGI:88042,44.39,8.43,4.56
MGI:1309515,27.48,17.63,2.09
MGI:1930948;MGI:1930948;MGI:1930948,46.53,5.87,6.4
MGI:102779,37.46,5.42,5.52
MGI:1915835;MGI:1915835,44.22,21.16,2.4
MGI:87866,21.83,15.87,1.69
MGI:95542,27.86,11.78,2.25
MGI:2450248,87.31,9.42,8.2
MGI:99887,39.61,27.47,1.87
MGI:1890889,47.7,18.34,2.87
MGI:1858259,55.81,10.59,4.82
MGI:1921586,14.75,11.73,1.18
MGI:1933158;MGI:1933158;MGI:1933158,14.24,10.97,1.2
MGI:1298227,66,11.53,5.37
MGI:2387591;MGI:2387591,42.83,11.11,3.56
MGI:106922;MGI:106922,68.04,11.51,5.51
MGI:1891421,18.19,21.54,0.98
MGI:1346330,139.66,12.88,14.98
MGI:101784;MGI:101784,53.26,15.1,3.57
MGI:97744;MGI:97744,54.86,12.84,4.12
MGI:1916203,64.3,13.36,4.73
MGI:1929890,17.42,5.75,2.44
MGI:1096584,159.11,22.2,8.44
MGI:1349763,4.12,6.05,0.55
MGI:1859251,28.05,11.82,2.23
MGI:1298398,75.46,9.3,7.22
MGI:1913758,59.32,14.75,4.04
MGI:105128;MGI:105128,56.46,16.08,3.63
MGI:1914924;MGI:1914924,37.99,9.53,3.55
MGI:1888669;MGI:1888669,50.36,12.02,3.98
MGI:106379,76.86,12.47,5.88
MGI:97591,NA,NA,NA
MGI:2145219;MGI:2145219,50.68,14.73,3.46
MGI:1858258,85.6,9.09,8.27
MGI:104805;MGI:104805,28.99,8.85,2.87
MGI:104614,210.54,13.98,14.92
MGI:102790,16.89,12.75,1.27
MGI:1927244,18.01,9.45,1.69
MGI:97592;MGI:97592,24.13,13.06,1.8
MGI:2442985;MGI:2442985,35.77,5.47,5.24
MGI:103251,NA,NA,NA
MGI:95485,NA,12.78,NA
MGI:3039376,24.28,12.19,1.89
MGI:88516,92.85,19.69,5.26
MGI:97550,NA,NA,NA
MGI:2384802,24.56,8.23,2.57
MGI:1916396,106.95,9.2,10.23
MGI:1349414,35.08,10.66,3
MGI:101845,67.07,11.98,5.29
MGI:101763,17.97,9.82,1.64
MGI:1349419;MGI:1349419,31.03,11.47,2.52
MGI:1888993,NA,NA,NA
MGI:1917160,37.51,8.4,3.85
MGI:1195458,52.14,11.51,4.22
MGI:1919784,81.41,8.85,8.06
MGI:1098806,153.02,10.72,13.09
MGI:2145316,70.24,17.68,4.26
MGI:95304,NA,9.83,NA
MGI:97838,NA,NA,NA
,NA,NA,NA
MGI:1930849,25.67,13.59,1.87
MGI:1919537,8.5,3.12,2.05
MGI:1336171,36.52,13.53,2.64
MGI:95805;MGI:95805,32.4,8.45,3.34
MGI:2154274,48.91,15.6,3.22
MGI:1919792,27.26,7.81,2.97
MGI:98419;MGI:98419,17.72,15.37,1.17
MGI:1928370,33.97,5.68,4.83
MGI:1099463,50.99,14.07,3.58
MGI:106478,145.44,18.19,8.65
MGI:1925905;MGI:1925905,NA,NA,NA
MGI:2384305,11.84,8.92,1.16
MGI:1859730;MGI:1859730,26.65,11.61,2.15
MGI:109283,42.7,13.96,3.02
MGI:1913421;MGI:1913421,19.51,11.89,1.56
MGI:106920;MGI:106920,33.4,9.05,3.24
MGI:1915128;MGI:1915128,10.94,15.95,0.71
MGI:1913835,30.53,8.67,3.06
MGI:3642579;MGI:107361,NA,NA,NA
,NA,NA,NA
MGI:92356;MGI:92356;MGI:92356,66.24,10.43,5.78
MGI:3042273;MGI:3042273;MGI:3042273;MGI:3042273,52.93,7.41,6.01
MGI:88255;MGI:88255,28.39,19.67,1.76
MGI:2136381,NA,NA,NA
MGI:1914248,30.44,7.46,3.44
MGI:95742,21.81,7.79,2.38
MGI:1353497,NA,23.54,NA
MGI:2136460,NA,8.42,NA
MGI:107807,167.99,16.69,10.55
MGI:1928744;MGI:1928744;MGI:1928744,8.35,21.32,0.45
,NA,NA,NA
MGI:1351869,11.63,12.09,1.09
MGI:107416;MGI:1335090,71.97,9.63,6.65
MGI:2158650,50.36,9.52,4.69
MGI:1915625,62,13.49,4.49
MGI:1346867;MGI:1346867;MGI:1346867;MGI:1346867,34.53,16.32,2.21
MGI:106227,NA,NA,NA
MGI:2157953;MGI:2157953;MGI:2157953;MGI:2157953,49.96,5.47,7.32
MGI:1333753;MGI:1333753;MGI:1333753;MGI:1333753,31.73,20.74,1.74
MGI:108086,10.8,11.46,0.88
MGI:95791;MGI:95791,16.43,8.5,1.67
MGI:2385206;MGI:2385206;MGI:2385206;MGI:2385206;MGI:2385206;MGI:3649879,49.03,10.96,4.14
MGI:1919244,76.55,11.32,6.27
MGI:95753,26.18,14.24,1.83
MGI:1915209;MGI:1915209;MGI:1915209,132.38,8.21,13.85
MGI:1929467,14.04,5.21,2.15
MGI:1261415,49.77,12.83,3.73
MGI:1914256,11.92,12.27,0.92
MGI:894308,21.22,9.63,1.96
MGI:1926273,NA,10.82,NA
MGI:88547,10.65,10.54,0.92
MGI:1915301,2.45,6.35,0.32
MGI:1913840;MGI:1913840,35.77,10.78,3.04
MGI:1915021,57.78,9.13,5.57
MGI:1914291;MGI:1914291,36.63,22.5,2.52
MGI:2385071,41.65,10.97,3.5
MGI:88474,96.75,12.24,7.51
MGI:1915444;MGI:1915444,NA,NA,NA
MGI:1915113;MGI:1915113,36.12,11.15,2.99
MGI:99695;MGI:99695;MGI:99695,NA,12.45,NA
MGI:1923520,18.4,9.27,1.75
MGI:1336214,35.6,9.17,3.41
MGI:1916916,31.74,14.87,2.16
MGI:3818630,NA,6.47,NA
MGI:1928477,34.3,12.1,2.68
MGI:1342292,46.11,19.07,2.68
MGI:1923558,65.13,15.57,4.29
MGI:95049,37.01,7.19,4.3
MGI:88562;MGI:88562;MGI:88562,NA,27.46,NA
MGI:1915199;MGI:1915199,31,6.01,4.19
MGI:1929269;MGI:1929269;MGI:1929269,NA,13.68,5.15
MGI:1915013,NA,11.29,NA
MGI:1099786;MGI:1099786,62.75,9.57,5.82
MGI:108414,30.42,14.69,2.1
MGI:96163,24.43,5.41,3.61
MGI:105380,78.23,12.49,5.98
MGI:87977;MGI:87977,34.64,9.19,3.35
MGI:99436;MGI:99436;MGI:99436,56.41,7.87,6.1
MGI:97797,177.69,9.05,17.34
MGI:98857,56.18,8.31,5.86
MGI:99445,45.24,11.7,3.62
MGI:103199,62.1,11.28,5.1
MGI:1913378,NA,NA,NA
MGI:1913756,13.6,5.99,1.84
MGI:1914162,63.55,12,5
MGI:1914172,23.31,8.49,2.38
MGI:104976,23.88,5.16,3.68
MGI:1922088,26,8.52,2.64
MGI:1354692;MGI:1354692,44.61,15.22,3.85
MGI:108087;MGI:108087,50.46,12.81,3.79
MGI:1927542,NA,NA,NA
MGI:1342005;MGI:1342005,34.97,16.66,2.21
MGI:95589;MGI:95589;MGI:95590,866.36,15.36,57.43
MGI:1289248,25.16,11.35,2.06
MGI:2143526,20.87,17.42,1.29
MGI:1351662,22.97,12.3,1.77
MGI:88357,178.55,10.49,15.56
MGI:1343297,39.52,8.57,4
MGI:1338046,NA,NA,NA
MGI:96160;MGI:96160,277.76,27.75,13.2
,NA,NA,NA
MGI:96160,NA,26.95,27.72
MGI:1316687;MGI:1316687,NA,10.86,NA
MGI:106612;MGI:106612;MGI:106612;MGI:106612,80.55,19.87,4.54
MGI:1931882,40.65,11.51,3.29
MGI:1330276;MGI:1330276;MGI:1330276,30.84,8.59,3.11
MGI:1914192,71.46,10.79,6.07
MGI:1926170;MGI:1926170,51.37,8.71,5.15
MGI:1914693,17.14,14.59,1.18
MGI:1890359,13.65,9.52,1.27
MGI:1924059,8.21,20.76,0.45
MGI:2146423,9.8,7.21,1.14
MGI:88475;MGI:88475,85.79,10.94,7.2
MGI:99434,58.24,13.42,4.25
MGI:101912,67.03,14,4.73
MGI:2137670,131.92,14.1,9.26
MGI:1913323,18.93,11.47,1.54
MGI:1914380,68.36,13.29,5
MGI:95557;MGI:95557,50.05,17.98,3
MGI:1861727;MGI:1861727,42.54,11.62,3.44
MGI:1298379,28.85,13.39,2.11
MGI:1914641,7.22,27.05,0.34
MGI:96748;MGI:96748,62.11,23.16,3.22
MGI:1915513,20.24,9.56,2.3
MGI:1916469;MGI:1916469,26.04,18.09,1.55
MGI:97912,26.56,7.74,2.92
MGI:1913393,22.68,6.25,2.96
MGI:1913687,55.22,16.45,3.5
MGI:104995,34.74,6.73,4.27
MGI:1306824;MGI:1306824,19.68,14.19,1.41
MGI:1333805;MGI:1333805,NA,NA,NA
MGI:1925828,10.92,17.81,0.66
MGI:104887,227.28,12.61,17.33
MGI:104799;MGI:104799,25.88,12.78,1.94
MGI:1098703;MGI:1098703,45.56,12.94,3.39
MGI:1914647,40.6,12.46,3.11
MGI:2384309,26.27,5.71,3.72
MGI:1099832,49.88,24.99,2.47
MGI:1336880;MGI:1336880,67.81,18.96,3.93
MGI:1913838,17.07,11.96,1.35
MGI:1859214;MGI:1859214,18.47,8.81,1.83
MGI:1100848,24.75,6.38,3.19
MGI:96013,37.39,8.94,3.66
MGI:1921372,22.03,14.45,1.52
MGI:97301,86.76,12.63,6.58
MGI:1919192;MGI:1919192,80.25,22.13,4.25
MGI:98790,106.85,9.43,10.04
MGI:106295;MGI:106295,39.72,9.96,3.58
MGI:1913325;MGI:1913325,25.48,15.44,1.7
MGI:1915848;MGI:1915848;MGI:1915848;MGI:1915848;MGI:1915848,41.15,9.34,3.89
MGI:2135593,18.64,22.54,0.98
MGI:1929464;MGI:1929464,58.31,10.66,5
MGI:103147,39.71,23.58,2.03
MGI:90675,39.54,14.67,2.7
MGI:1914404,56.63,12.97,4.22
MGI:95784,115.25,15.44,7.62
MGI:88034,NA,10.43,NA
MGI:1917649;MGI:1917649,484.91,8.36,50.24
MGI:99256,80.21,18.67,4.7
MGI:2138153,5.65,9.57,0.52
MGI:1913499,23.74,9.08,2.29
MGI:103197,53.99,13.8,3.86
MGI:1351657,72.09,14.44,4.99
MGI:1099438,9.07,16.12,0.72
MGI:893575,20.71,7.61,2.31
MGI:1914848;MGI:1914848,11.13,11.07,0.95
MGI:1346866,22.35,11.12,1.85
MGI:1915255,46.39,11.42,3.78
MGI:95309;MGI:95309,58.4,11.44,4.75
MGI:2442633,22.16,11.51,1.8
MGI:3039573,30.14,17.24,1.86
MGI:1926209,31.41,8.95,3.12
MGI:88431;MGI:88431,217.65,8.73,21.69
MGI:1916487,34.74,6.86,4.21
MGI:106504,17.22,12.93,1.28
MGI:1339984,18.88,9.61,1.75
MGI:1860188;MGI:1860188,36.34,14.36,2.52
MGI:1858234;MGI:1858234;MGI:1858234,49.83,14.35,3.45
MGI:1890357,12.41,4.69,2.08
MGI:96955;MGI:96955,76.93,8.13,8.1
MGI:2152414,72.51,8.05,7.71
MGI:88170;MGI:88170,13.1,9.32,1.24
MGI:1913508,29.32,7.72,3.22
MGI:104861;MGI:104861;MGI:104861,NA,19.35,NA
MGI:2156020,48.5,10.56,4.18
MGI:1351502;MGI:1351502,32.81,6.64,4.08
MGI:1919267;MGI:1919267,48.42,6.24,8.21
MGI:2448536,NA,21.52,NA
MGI:1346035,NA,NA,NA
MGI:1919286,18.07,16.24,1.16
MGI:1355328;MGI:1355328;MGI:1355328,23.69,10.8,2.02
MGI:1333855,91.62,12.51,7
MGI:1919986,21.71,16.58,1.37
MGI:1914761;MGI:1914761,80.74,11.87,6.39
MGI:1921867;MGI:1921867;MGI:1921867;MGI:1921867,65.7,17.2,4.43
MGI:2135610,NA,7.05,NA
MGI:87929,46.94,12.38,3.61
MGI:2442910,124.4,12.74,9.41
MGI:1196294;MGI:1196294;MGI:1196294,20.82,10.41,1.82
MGI:107571;MGI:107571,22.05,9.96,1.99
MGI:1914140;MGI:1914140,27.52,19.63,1.56
MGI:2180167,32.09,11.97,2.57
MGI:1913305,34.58,11.52,2.8
MGI:1202384,186.08,16.69,11.77
MGI:1929468,121.7,13.07,9
MGI:1913296,30.5,15.03,2.05
MGI:1916412;MGI:1916412,46.04,19.05,2.66
MGI:88110;MGI:88110,90.39,15.84,5.87
MGI:1858696,69.22,20.09,3.88
MGI:102579,71.73,9.17,6.88
MGI:109373,23.77,8.25,2.48
MGI:109520;MGI:109520,29.01,8.26,3.02
MGI:108403,NA,10.38,NA
MGI:99435,31.73,6.95,3.8
MGI:1916066,42.3,7.23,4.89
MGI:102724,NA,NA,NA
MGI:1915433,29.11,10.3,2.56
MGI:95931;MGI:95912;MGI:95912;MGI:95931;MGI:95931;MGI:95896;MGI:95896;MGI:95912;MGI:95912;MGI:95912;MGI:95931;MGI:95896,206.57,23.87,10.49
MGI:1917822,NA,16.02,NA
MGI:2135625,23.4,9.3,2.23
MGI:104860;MGI:104860;MGI:104860;MGI:104860;MGI:104860;MGI:104860;MGI:104860,50.62,7.04,6.02
MGI:1916969;MGI:1916969,37.56,26.89,1.79
MGI:1916732,NA,NA,NA
MGI:109274;MGI:109274,70.27,11.43,5.72
MGI:1891254,18.52,7.08,2.18
MGI:106040,30.97,13.25,2.28
MGI:1861453,38.82,10.41,3.38
MGI:1277978,NA,NA,NA
MGI:1923772,39.47,7.87,4.27
MGI:1919020;MGI:1919020,28.07,20.72,1.54
MGI:1922874,34.81,8.06,3.69
MGI:1333804;MGI:1333804,22.89,8.37,2.36
MGI:1929864,NA,8.83,NA
MGI:95395;MGI:95395,29.04,14.83,2.69
MGI:1915205,15.41,12.25,1.19
MGI:104563,27.07,10.98,2.27
MGI:1891702,50.23,13.59,3.62
MGI:87868;MGI:87868,13.77,9.36,1.1
MGI:105037,NA,NA,NA
MGI:1353651;MGI:1353651,42.53,4.21,7.83
MGI:1929092;MGI:1929092,20.74,10.9,2.25
MGI:97532,42.44,15.03,2.85
MGI:1855689;MGI:1336200;MGI:1336200,22.31,7.98,2.39
MGI:1891435,NA,11.63,2.62
MGI:106253,25.67,15.03,1.74
MGI:1914195,40.33,17.5,2.47
MGI:88105,136.55,25.34,6.7
MGI:1345153,65.59,14.03,4.64
MGI:2384560,44.05,15.62,2.89
MGI:88264,55.11,12.34,4.26
MGI:1334462;MGI:1334462,51.91,18.03,3.1
MGI:102581,10.12,6.07,1.35
MGI:101920;MGI:101920,NA,19.78,NA
MGI:1201780;MGI:1201780,20.3,17.17,1.25
MGI:2142116;MGI:2142116;MGI:2142116,24.37,14.58,1.69
MGI:1345633,41.48,16.23,2.65
MGI:97502;MGI:97502,11.98,9.86,1.09
MGI:1915345;MGI:1915345,73.72,10.95,6.19
MGI:87906,NA,NA,NA
MGI:94865;MGI:94865,58.38,15.82,6.36
MGI:1860489;MGI:1860489,17.9,6.05,2.41
MGI:1926966,166,17.79,10.05
MGI:107862,27.28,10.98,2.29
MGI:1859158;MGI:1859158,30.19,9.73,2.79
MGI:1919666,NA,15.54,NA
MGI:95908,52.12,11.11,4.33
MGI:1351477;MGI:1351477,NA,9.76,NA
MGI:1916555;MGI:1916555,16.64,12.75,1.25
MGI:1917720;MGI:1917720;MGI:1917720,10.09,5.07,1.58
MGI:1349409,34.9,7.8,3.81
MGI:97376;MGI:97376,22.63,9.86,2.05
MGI:98299;MGI:98299,18.19,10.89,1.54
MGI:1919592,22.26,4.11,4.18
MGI:1917493;MGI:1917493;MGI:1917493,28.76,9.53,2.68
MGI:2144726,21.89,5.09,3.4
MGI:1915278;MGI:1915278,39.02,3.81,7.94
MGI:1923937,18.56,13.17,1.36
MGI:104871,27.9,8.6,2.81
MGI:1913661,32.76,13.53,2.37
MGI:1927185,21.22,21.11,1.16
MGI:2156864,63.98,11.31,5.24
MGI:97043;MGI:97043,18.83,15.78,1.23
MGI:1915789,59.09,15.49,3.9
MGI:1890613,38.95,17.79,2.36
MGI:1914930,40.11,14.7,2.74
MGI:1859652;MGI:1859652,28.02,10.75,2.38
MGI:1915363,27.92,6.7,3.45
MGI:1351486,33.04,8.4,3.4
MGI:96103;MGI:96103;MGI:96103;MGI:96103;MGI:96103;MGI:96103,38.52,17.52,2.35
MGI:1101358;MGI:1101358,36.81,10.48,3.19
MGI:1923864;MGI:1923864;MGI:1923864;MGI:1923864,54.62,16.26,3.5
MGI:1921076;MGI:1921076,68.66,7.06,8.11
MGI:1930188,22.92,9.83,2.09
MGI:109353;MGI:109353;MGI:109353,20,6.92,2.4
MGI:1277162,27.12,4.65,4.57
MGI:105081;MGI:105081;MGI:105081,76.12,13.38,5.54
MGI:1915851;MGI:1915851,44.62,16.3,2.85
MGI:1355315,17.44,11.71,1.39
MGI:2146571;MGI:2146571,17.34,7.93,1.86
MGI:95530;MGI:95530,27.32,11.43,2.22
MGI:1914413;MGI:1914413;MGI:1914413,36.8,13.81,2.68
MGI:2144929,44.2,11.81,3.51
MGI:1098219;MGI:1098219,11.02,9.3,1.05
MGI:1913761;MGI:1913761;MGI:1913761;MGI:1913761;MGI:1913761,NA,NA,NA
MGI:98788;MGI:98788,29.52,9.85,2.69
MGI:1349415,51.93,10.34,4.56
MGI:1920960,6.63,11.33,0.55
MGI:104738,109.83,11.49,8.94
MGI:107733,60.49,11.62,4.86
MGI:895149;MGI:895149,29.38,12.22,2.28
MGI:1916963,NA,NA,NA
MGI:1917498;MGI:1917498;MGI:1917498,34.75,9.19,3.33
MGI:1917599,42.99,12.54,3.27
MGI:1915213,40.19,27.51,1.89
MGI:1930628,26.84,6.16,3.55
MGI:1918054,22.43,15.56,1.47
MGI:2153111,69.83,11.13,5.81
MGI:1890467,34.37,10.84,2.91
MGI:1913808,32.97,15.76,2.15
MGI:1298390,33.92,7.6,3.78
MGI:1096342,67.13,18.31,3.98
MGI:98181,58.11,6.25,7.6
MGI:1923488,11.96,15.54,0.81
MGI:1913526,80.78,10.36,7.07
MGI:1298405;MGI:1298405,50.76,17.09,3.14
MGI:1916348,121.26,24.29,6.16
MGI:97297,117.47,22.59,6.16
MGI:2144727,63.37,12.64,4.81
MGI:95752,22.06,8.48,2.25
MGI:1916394;MGI:1916394,49.16,11.05,4.1
MGI:99778;MGI:99778,15.2,12.71,1.15
MGI:96836;MGI:96836,22.6,14.87,1.53
MGI:1289301,65.31,13.21,4.81
MGI:94912,64.06,12.68,4.84
MGI:1913712,35.2,16.12,2.26
MGI:1933973;MGI:1933973;MGI:1933973;MGI:1933973;MGI:1933973;MGI:1933973;MGI:1926224;MGI:1926224;MGI:1926224;MGI:1926224;MGI:1926224;MGI:1926224;MGI:1933973;MGI:1933973,27.11,6.35,3.49
MGI:2441772,18.6,20.53,1.06
MGI:106065,91.22,12.76,6.88
MGI:1351597;MGI:1351597,NA,9.02,3.52
MGI:107739,20.98,6.27,2.74
MGI:1929701;MGI:1929701,18.97,21.66,1.02
MGI:2385184,63.06,12.74,4.75
MGI:107901,19.07,8.19,2
MGI:1340045;MGI:1340045;MGI:1340045;MGI:1340045,67.5,7.84,7.34
MGI:1342307,29.94,9.44,2.82
MGI:2444401,43.27,20.88,2.37
MGI:1891731,45.68,11.04,3.81
MGI:2179725,10.26,6.79,1.25
MGI:1927550,33.63,10.19,2.99
MGI:1917600,67.49,14.46,4.68
MGI:1338850,56.98,7.08,6.72
MGI:1922858,54.89,18.61,3.23
MGI:1860283,34.56,9.08,3.34
MGI:1933527;MGI:1933527;MGI:1933527;MGI:1933527,53.13,12,4.2
MGI:1270863,38.28,13.03,2.85
MGI:1927489;MGI:1927489,30.69,8.34,3.17
MGI:99832,78.84,13.12,5.81
MGI:1100863;MGI:1100863,18.51,8.63,1.86
MGI:95654;MGI:95654;MGI:95654,28.11,14.13,1.97
MGI:1289341;MGI:1289341,65.26,13.15,4.81
MGI:1913932,11.93,6.47,1.52
MGI:1924140,25.3,9.3,2.4
MGI:1928379,41.99,12.25,3.26
,43.65,10.22,3.88
MGI:1913521,37.16,8.74,3.7
MGI:1914943;MGI:1914943,69.17,13.23,5.28
MGI:1913321,10.74,19.25,0.62
MGI:107848,NA,NA,NA
MGI:1289227,36.54,9.49,3.43
MGI:98386;MGI:98386,NA,NA,NA
MGI:1891829,27.3,10.02,2.45
MGI:1914401;MGI:1914401;MGI:1914401,11.02,11.97,0.87
MGI:1935129,16.71,10.64,1.43
MGI:1916119,31.96,5.12,4.94
MGI:2137679;MGI:2137679;MGI:2137679,17.17,9.23,1.64
MGI:97365;MGI:97365,9.32,15.02,0.77
MGI:105369;MGI:105369;MGI:105369,23.84,6.91,2.88
MGI:1339939;MGI:1339939,22.18,5.33,3.33
MGI:1917637;MGI:1917637,13.69,6.05,1.84
MGI:1922312,39.46,7.71,4.35
MGI:2148491,NA,9.09,NA
MGI:1921348;MGI:1921348;MGI:1921348;MGI:1921348;MGI:1921348,8.11,8.09,0.82
MGI:1095410,11.22,12.26,0.87
MGI:1925901,7.73,9.32,0.73
MGI:1888908;MGI:1888908;MGI:1888908,21.12,8.8,2.38
MGI:1915525;MGI:1915525,80.6,12.57,6.13
MGI:1915010,NA,3.81,NA
MGI:1913475;MGI:1913475,7.28,4.5,1.26
MGI:2385902;MGI:2385902;MGI:2385902;MGI:2385902;MGI:2385902;MGI:2385902,41.17,9.37,3.9
MGI:107822;MGI:107822,11.26,26.12,0.55
MGI:2183436;MGI:2183436,40.65,11.76,3.24
MGI:1914687;MGI:1914687,100.53,12.66,7.61
MGI:1923549,14.13,20.82,0.78
MGI:2137224,41.98,7.17,4.89
MGI:2448314,NA,NA,NA
MGI:1347343;MGI:1347343,43.85,15.11,2.94
MGI:1928138;MGI:1928138;MGI:1928138;MGI:1928138;MGI:1928138;MGI:1928138,24.86,6.54,3.13
MGI:1917715,35.18,9.32,3.33
MGI:104896,51.33,9.29,4.88
MGI:88208;MGI:88208;MGI:88208,189,20.97,10.32
MGI:1917770,19.91,9.66,1.84
MGI:106015;MGI:106015,NA,NA,NA
MGI:106499;MGI:106499;MGI:106499;MGI:106499,2.19,3.69,0.45
MGI:1859683,10.18,6.02,1.38
MGI:1915490,19.05,8.42,1.96
MGI:98878,18.22,16.56,1.16
MGI:1891227,93.44,17.72,5.66
MGI:1330839,13.42,5.39,1.99
MGI:1343160,42.53,11.68,3.41
MGI:1928902,20.57,7.93,2.21
MGI:2181182,24.58,6.95,2.94
MGI:88508;MGI:88508;MGI:88508,36,6.28,4.68
MGI:1931027,16.42,7.5,1.84
MGI:1201685;MGI:1201685;MGI:1201685,67.73,14.44,4.68
MGI:104737,14.4,3.69,2.98
MGI:1932339,31.41,12.84,2.35
MGI:1098684;MGI:1098684,20.16,8.65,2.03
MGI:103288,62.87,5.62,8.99
MGI:1913346,22.15,14.07,1.56
MGI:1914489,10.4,7.44,1.19
MGI:1096398;MGI:1096398,NA,18.14,NA
MGI:1917297,18.42,6.72,2.27
MGI:2442174,39.6,15.72,2.59
MGI:98287;MGI:98287;MGI:98287,77.54,4.66,13.01
MGI:99600,16.27,23.72,0.83
MGI:1914318;MGI:1914318,60.73,8.44,6.22
MGI:1195268;MGI:1195268,44.85,10.95,3.77
MGI:1330239;MGI:1330239,6.13,12.05,0.48
MGI:104841,17.68,8.92,1.73
MGI:2145118,30.04,8.83,2.97
MGI:1919228,23.17,4.85,3.76
MGI:1921442,19.82,5.41,2.92
MGI:107252;MGI:107252,52.39,16.88,3.27
MGI:1923402,20.27,8.67,2.03
MGI:1925638,26.46,21.63,1.42
MGI:1196457;MGI:1196457,83.15,13.85,5.92
MGI:1913842;MGI:1913842;MGI:1913842,24.23,12.89,1.81
MGI:1341868,29.36,7.88,3.18
MGI:1915599,23.63,12.13,1.85
MGI:88329;MGI:88329,NA,20.14,NA
MGI:1915202,NA,11.8,NA
MGI:2137677,19.48,8.62,1.97
MGI:1915229,23.24,7.47,2.62
MGI:1891692;MGI:1891692;MGI:1891692,37.67,9.38,3.57
MGI:1929721,28.77,4.67,4.82
MGI:1343095,8.44,17.68,0.51
MGI:1096380,29.49,19.02,1.71
MGI:1933378,45.07,7.74,5.15
MGI:1927243,11.92,16.06,0.77
MGI:1339973;MGI:1339973;MGI:1339973;MGI:1339973,23.45,8.13,2.47
MGI:1344588;MGI:1344588,13.72,15.55,0.9
MGI:1923422,32.39,9.91,2.93
MGI:1921262,8.5,4.73,1.41
MGI:2384801;MGI:2384801,NA,NA,NA
MGI:1915749,32.18,7.53,3.61
MGI:108411,NA,9.52,NA
MGI:1913787,NA,10.47,NA
MGI:1926080,12.22,15.89,0.79
MGI:1328324,NA,12.35,NA
MGI:107164;MGI:107164;MGI:107164,37.17,7.28,4.29
MGI:1915452,53.35,10.93,4.53
MGI:98180;MGI:98180,66.28,16.01,4.27
MGI:107686,293.66,17.7,17.8
MGI:1858213,35.21,11.79,2.8
